client_id,Variation,completed,has_start,not_completed,step_back_count
8620721,Control,False,True,True,0
1818956,Control,True,True,False,0
2211868,Control,False,True,True,0
5437254,Test,False,True,True,0
3584819,Control,True,True,False,1
6303538,Control,False,True,True,0
897477,Control,True,True,False,1
8003648,Control,True,True,False,0
5456658,Control,True,True,False,0
3846126,Test,True,True,False,0
5673767,Test,True,True,False,3
2558586,Test,True,True,False,0
4008787,Test,False,True,True,2
6917138,Test,True,True,False,1
2333006,Control,True,True,False,0
9067031,Test,True,True,False,0
7761694,Test,True,True,False,1
2043345,Test,True,True,False,0
4209246,Test,True,True,False,0
5238758,Test,True,True,False,0
1373405,Test,True,True,False,0
8277940,Control,False,True,True,0
2735635,Test,True,True,False,0
5567038,Test,True,True,False,0
4239711,Control,True,True,False,0
9635244,Control,True,True,False,0
2798211,Test,True,True,False,4
2915635,Test,True,True,False,0
947738,Test,False,True,True,1
3444839,Test,False,True,True,1
9797297,Control,True,True,False,0
5176958,Control,True,True,False,0
759780,Test,False,True,True,2
4985317,Test,True,True,False,4
3910595,Test,False,True,True,0
6688350,Test,True,True,False,1
6405208,Test,True,True,False,0
2986194,Test,True,True,False,2
1651697,Control,True,True,False,0
6503101,Test,True,True,False,4
9103724,Control,True,True,False,1
2561883,Test,True,True,False,3
7873226,Control,True,True,False,0
9922958,Test,True,True,False,0
323950,Control,True,True,False,0
932489,Test,False,True,True,0
6781849,Control,True,True,False,1
467861,Test,False,True,True,0
7430424,Control,False,True,True,1
7458004,Control,True,True,False,0
8753284,Test,False,True,True,0
9052277,Test,False,True,True,0
1428836,Test,True,True,False,1
2480352,Test,True,True,False,1
5896556,Control,True,True,False,0
3716868,Test,False,True,True,0
993682,Control,False,True,True,0
4036374,Control,True,True,False,4
1330036,Test,True,True,False,0
6325731,Test,True,True,False,1
8750191,Control,True,True,False,0
1720728,Test,True,True,False,0
9004679,Control,True,True,False,0
4342700,Control,True,True,False,3
8723963,Test,True,True,False,0
2458751,Test,False,True,True,0
5203477,Test,False,True,True,2
6405391,Test,True,True,False,0
2374507,Test,True,True,False,0
3011265,Control,True,True,False,0
3029315,Test,True,True,False,0
9164248,Test,True,True,False,0
6450029,Control,True,True,False,0
7045324,Test,True,True,False,0
3582059,Test,False,True,True,0
6773537,Test,False,True,True,0
1314809,Control,True,True,False,0
2615801,Test,True,True,False,0
7375067,Control,True,True,False,1
7159966,Test,True,True,False,0
4575187,Test,False,True,True,0
667534,Test,True,True,False,1
8604038,Control,False,True,True,0
2617114,Control,True,True,False,1
3436975,Control,True,True,False,0
119599,Test,False,True,True,1
7574730,Test,True,True,False,5
3362712,Control,False,True,True,1
42296,Control,False,True,True,0
3695514,Control,True,True,False,0
1192384,Control,True,True,False,0
4590361,Control,False,True,True,1
5543024,Test,True,True,False,0
7546085,Test,True,True,False,0
3072060,Test,True,True,False,0
1928906,Control,False,True,True,1
512833,Control,True,True,False,0
9089805,Control,True,True,False,1
5397802,Test,False,True,True,0
2888193,Control,True,True,False,0
4778460,Control,True,True,False,1
6199584,Test,True,True,False,0
7192558,Test,False,True,True,0
9102754,Test,True,True,False,0
3576255,Test,True,True,False,0
6346672,Control,False,True,True,0
1274510,Test,False,True,True,1
8283444,Control,False,True,True,0
3519145,Test,True,True,False,0
4390568,Control,True,True,False,4
5694063,Test,True,True,False,1
3602152,Test,True,True,False,0
4065760,Test,True,True,False,0
69568,Test,False,True,True,0
2420923,Test,True,True,False,0
5848027,Control,False,True,True,0
6522942,Test,True,True,False,1
1272344,Test,True,True,False,0
8957739,Test,True,True,False,0
8337830,Control,True,True,False,1
572617,Test,True,True,False,0
7744581,Test,True,True,False,1
3045158,Control,True,True,False,0
6747525,Control,False,True,True,1
7258442,Control,True,True,False,0
7746715,Test,True,True,False,1
1486118,Control,True,True,False,0
3563844,Test,True,True,False,0
9493365,Test,True,True,False,0
985881,Test,True,True,False,0
9792423,Test,False,True,True,3
7037852,Control,True,True,False,1
6767637,Control,True,True,False,4
8735726,Control,False,True,True,0
5914359,Test,False,True,True,0
1983898,Control,False,True,True,0
8930597,Control,True,True,False,0
1892008,Control,True,True,False,2
9889913,Test,True,True,False,0
1468125,Control,True,True,False,0
3025507,Control,False,True,True,0
529710,Test,True,True,False,0
9842475,Control,True,True,False,0
4343885,Control,True,True,False,0
4876132,Test,True,True,False,1
7829568,Test,True,True,False,1
8472274,Test,True,True,False,0
7475482,Control,False,True,True,0
6371350,Test,True,True,False,2
838584,Test,True,True,False,0
8526665,Control,True,True,False,0
9865882,Control,False,True,True,2
4717090,Control,False,True,True,0
1289178,Test,True,True,False,5
3412472,Control,False,True,True,0
6766816,Test,True,True,False,0
6774011,Test,True,True,False,0
3649806,Test,True,True,False,0
1034218,Test,True,True,False,0
4448805,Control,True,True,False,0
3766837,Test,True,True,False,0
9231655,Control,True,True,False,1
6296222,Test,True,True,False,0
2200779,Test,True,True,False,6
5027124,Control,False,True,True,0
1432979,Control,True,True,False,0
3999559,Test,False,True,True,1
3671491,Control,True,True,False,0
3179230,Test,True,False,False,0
9748979,Control,False,True,True,0
3590487,Test,False,True,True,0
8874319,Test,False,True,True,1
8691226,Test,True,True,False,0
9513138,Control,True,True,False,0
7884558,Test,False,True,True,0
1090478,Test,True,True,False,0
1304240,Test,False,True,True,1
2681612,Control,True,True,False,0
851930,Control,True,True,False,0
1344982,Test,True,True,False,0
5171271,Test,False,True,True,1
6602680,Test,False,True,True,0
2447231,Test,True,True,False,5
5631396,Test,False,True,True,0
6833110,Control,True,True,False,1
4960901,Control,False,True,True,0
2189750,Test,False,True,True,0
9455754,Test,False,True,True,0
209511,Control,True,True,False,0
741785,Control,True,True,False,0
2855888,Control,True,True,False,2
9083686,Control,False,True,True,0
2645953,Control,True,True,False,0
903457,Control,True,False,False,1
3039540,Test,False,True,True,0
4730612,Test,True,False,False,0
2763314,Control,False,True,True,1
3453411,Test,True,True,False,0
5212054,Control,False,True,True,0
1344819,Control,True,True,False,0
8681644,Control,False,True,True,0
8125499,Test,True,True,False,0
7271587,Test,False,True,True,0
964596,Test,False,True,True,3
2675819,Control,False,False,True,1
8852099,Control,True,True,False,0
7465287,Test,False,True,True,1
8132181,Test,True,True,False,1
5759626,Test,False,True,True,0
2900782,Control,False,True,True,0
2963107,Control,True,True,False,0
8862044,Control,False,True,True,0
7433366,Control,True,True,False,0
133487,Control,False,True,True,1
7470213,Test,True,True,False,0
6809622,Test,True,True,False,0
1616582,Test,True,True,False,0
9159465,Test,True,True,False,1
494597,Test,True,True,False,0
4503552,Control,False,True,True,0
3089722,Control,False,True,True,0
9641810,Control,True,True,False,0
985046,Test,True,True,False,1
192160,Test,False,True,True,0
6233261,Test,True,True,False,0
6332820,Control,True,True,False,0
2623927,Control,False,True,True,0
8839288,Test,False,True,True,0
495241,Test,True,True,False,0
5195063,Test,True,True,False,0
7878552,Control,True,True,False,0
2312741,Test,False,True,True,6
7633966,Control,False,True,True,1
6717348,Test,True,True,False,0
3502824,Control,False,True,True,1
614865,Test,True,True,False,0
7702732,Test,True,True,False,0
1711408,Test,True,True,False,0
1399670,Control,False,True,True,0
157106,Test,True,True,False,0
1696504,Control,True,True,False,1
4243376,Test,False,True,True,1
2606054,Test,True,True,False,0
4369578,Test,False,True,True,0
7597104,Control,False,True,True,0
9221129,Test,True,True,False,0
8225520,Test,True,True,False,0
595691,Test,False,True,True,1
6464033,Test,True,True,False,0
4211505,Control,True,True,False,0
9335333,Test,True,True,False,0
1192407,Test,True,True,False,0
9824178,Test,True,True,False,0
1087333,Test,False,True,True,0
3982600,Control,True,True,False,0
1290643,Test,False,True,True,0
728102,Test,True,True,False,0
763504,Test,False,True,True,1
629229,Test,False,True,True,0
2892822,Test,True,True,False,0
219038,Test,False,True,True,1
3387907,Control,True,True,False,0
951327,Test,True,True,False,0
4857096,Control,True,True,False,0
7258987,Test,True,True,False,0
5240348,Control,True,True,False,0
9219098,Control,False,True,True,0
6521093,Control,False,True,True,0
3421393,Control,True,True,False,0
2025761,Control,False,True,True,2
3119062,Test,False,True,True,0
6740819,Control,True,True,False,0
6053599,Control,False,True,True,3
7606536,Control,True,True,False,0
3206726,Control,True,True,False,1
2128160,Control,False,True,True,0
2019649,Test,False,True,True,1
1194245,Control,True,True,False,1
2681771,Test,True,True,False,1
8295735,Control,True,True,False,1
312984,Control,True,True,False,0
2839247,Control,True,True,False,0
9661060,Test,False,True,True,2
5732744,Control,True,True,False,3
3973582,Test,True,True,False,0
4620465,Test,False,True,True,1
6115514,Test,False,True,True,1
6479455,Test,True,True,False,0
5363445,Control,True,True,False,0
6981798,Control,True,True,False,0
8031718,Control,True,True,False,0
1262291,Control,True,True,False,1
8770403,Control,False,True,True,0
1348442,Control,False,True,True,0
566137,Test,True,True,False,0
3861702,Control,True,True,False,1
4693102,Control,False,True,True,0
5398009,Test,True,True,False,0
5015824,Test,True,True,False,0
9542428,Control,True,True,False,0
8348798,Test,True,True,False,0
4608580,Control,True,True,False,0
2263719,Control,False,True,True,0
2612667,Test,True,True,False,0
1213524,Test,False,True,True,2
1344421,Test,True,True,False,2
8555070,Control,False,True,True,1
2787512,Control,False,True,True,0
9534176,Control,True,True,False,0
2588637,Test,False,True,True,0
2615052,Test,True,True,False,0
965179,Test,False,True,True,0
273469,Test,True,True,False,0
6651108,Test,True,True,False,0
7460349,Control,True,True,False,0
3197853,Test,True,True,False,1
844271,Test,True,True,False,0
8774888,Test,True,True,False,0
6382757,Test,True,True,False,0
8501430,Control,True,True,False,0
6724494,Test,True,True,False,0
7804581,Control,True,True,False,0
8095423,Control,True,True,False,0
8264879,Test,True,True,False,0
6374406,Control,True,True,False,0
2717233,Test,True,True,False,0
9837096,Control,False,True,True,0
4281763,Test,False,True,True,3
9112089,Control,True,True,False,0
7887156,Control,True,True,False,0
743037,Control,False,True,True,4
3825646,Control,True,True,False,0
6948287,Test,False,True,True,4
3060095,Test,True,True,False,0
9696533,Control,True,True,False,4
4701896,Test,True,True,False,0
4743022,Control,False,True,True,1
2491891,Test,False,True,True,0
589393,Test,True,True,False,0
6033805,Control,False,True,True,2
7690775,Control,True,True,False,0
466526,Control,True,True,False,0
8305562,Test,True,True,False,0
3319690,Test,True,True,False,1
5253835,Test,True,True,False,0
5688104,Control,False,True,True,0
9589889,Test,True,True,False,1
9513516,Test,False,True,True,0
1410997,Control,False,True,True,0
6682361,Test,False,True,True,3
390650,Test,True,True,False,0
9914877,Test,True,True,False,0
1908164,Test,True,True,False,0
1428184,Test,True,True,False,1
6662941,Control,True,True,False,1
625038,Control,True,True,False,0
8127978,Test,True,True,False,0
4497644,Test,False,True,True,1
2928968,Test,True,True,False,1
2459641,Test,False,True,True,1
2502567,Control,True,True,False,0
6809452,Test,True,True,False,0
2570257,Control,True,True,False,0
1900836,Test,False,True,True,7
9887206,Test,True,True,False,0
8117339,Control,True,True,False,2
9292612,Control,True,True,False,0
4589317,Test,True,True,False,2
9600289,Test,False,True,True,4
8644587,Test,False,True,True,3
3515019,Test,True,True,False,0
1399011,Test,True,True,False,1
3859509,Test,True,True,False,0
9624621,Control,True,True,False,0
1411452,Test,True,True,False,0
9451729,Test,True,True,False,0
7158922,Test,True,True,False,0
2824464,Test,True,False,False,0
7355987,Test,True,True,False,5
4290599,Test,True,True,False,4
195455,Test,False,True,True,2
5941398,Test,True,True,False,0
4855745,Test,False,True,True,0
5670374,Control,False,True,True,0
4889645,Test,True,True,False,0
7393980,Test,True,True,False,2
5754741,Test,True,True,False,1
955190,Test,True,True,False,0
5520127,Control,True,True,False,0
8360249,Control,True,True,False,0
4825054,Control,True,True,False,0
431615,Test,False,True,True,0
6405406,Test,False,True,True,3
5619517,Control,True,True,False,0
4452301,Test,True,True,False,0
9762839,Test,True,True,False,0
2044540,Control,True,True,False,0
5080437,Test,False,True,True,1
8213521,Control,True,True,False,0
9937888,Test,True,True,False,0
9786441,Test,True,True,False,0
5593356,Control,False,True,True,0
6217407,Test,True,True,False,1
4883446,Test,False,True,True,3
8655162,Test,True,True,False,0
1622925,Test,True,True,False,0
5867862,Test,True,True,False,0
7916237,Test,True,True,False,5
2080737,Test,True,True,False,0
3350408,Test,False,True,True,0
1011972,Control,True,True,False,0
520210,Test,True,True,False,0
6559023,Control,True,True,False,3
1835426,Test,True,True,False,1
1859491,Test,True,True,False,0
8158588,Test,True,True,False,1
1787233,Test,True,True,False,0
1255014,Control,True,True,False,1
3314416,Control,True,True,False,0
8121690,Test,True,True,False,0
8219792,Control,False,True,True,0
3252556,Test,False,True,True,0
4577049,Control,False,True,True,0
9795698,Test,True,True,False,0
4202537,Control,False,True,True,0
8792675,Control,False,True,True,0
1113976,Test,True,True,False,1
6605778,Test,True,True,False,0
3030274,Control,False,True,True,0
5166590,Test,False,True,True,0
5395303,Control,True,True,False,1
122493,Control,False,True,True,1
8607353,Test,False,True,True,1
9309880,Test,False,True,True,0
6219485,Test,True,True,False,0
6779709,Test,False,True,True,0
1181698,Control,False,True,True,0
8627900,Test,True,True,False,1
9265934,Control,False,True,True,0
9441056,Control,True,True,False,1
9017041,Control,True,True,False,0
2815061,Control,False,True,True,0
6330488,Test,False,True,True,1
8550901,Control,True,True,False,0
6586655,Control,True,True,False,0
435580,Control,True,True,False,2
6461191,Control,False,True,True,0
5551581,Test,True,True,False,0
9983987,Test,True,True,False,0
8006148,Test,True,True,False,0
6670730,Control,False,True,True,0
6692080,Test,True,True,False,1
3861021,Control,False,True,True,0
4332065,Test,False,True,True,1
5802843,Test,True,True,False,2
4052287,Control,True,True,False,0
8375573,Test,True,True,False,0
8512863,Control,True,True,False,0
9749944,Control,True,True,False,0
9615900,Test,False,True,True,4
7274800,Test,True,True,False,0
5819620,Control,False,True,True,0
1790923,Control,True,True,False,0
6097361,Control,True,True,False,1
8314579,Test,True,True,False,0
9286966,Test,True,True,False,1
8961589,Test,True,True,False,1
7105238,Control,False,True,True,0
3071281,Test,True,True,False,1
981261,Control,False,True,True,1
987879,Test,False,True,True,0
9652308,Test,True,True,False,0
3976933,Control,True,True,False,0
8544465,Test,True,True,False,0
8645809,Test,False,True,True,0
7278903,Test,True,True,False,1
9455359,Test,False,True,True,1
8627399,Control,True,True,False,0
162867,Test,False,True,True,0
1033888,Control,True,True,False,0
7512282,Control,True,True,False,0
3875133,Test,False,True,True,3
5296568,Test,False,True,True,0
5569364,Control,True,True,False,0
483740,Test,True,True,False,0
6958432,Test,True,True,False,0
4533589,Test,False,True,True,1
7977593,Control,True,True,False,4
8470878,Control,True,False,False,2
2460950,Test,True,True,False,0
5028215,Test,False,True,True,0
7030145,Test,True,True,False,0
7303592,Control,True,True,False,3
2465426,Control,False,True,True,0
9007970,Test,True,True,False,0
1333964,Test,True,True,False,0
4129281,Test,True,True,False,0
4635518,Control,False,True,True,1
8605014,Control,False,True,True,0
9382137,Control,True,True,False,0
5328442,Control,False,True,True,1
7932118,Test,False,True,True,0
3028950,Test,True,True,False,1
6148802,Test,False,True,True,0
5955812,Test,True,True,False,0
2923234,Test,False,True,True,1
2528424,Test,False,True,True,0
3722490,Test,True,True,False,0
9296214,Test,True,True,False,0
2529822,Test,True,True,False,1
3337387,Test,True,True,False,0
4870929,Test,False,True,True,1
