client_id,Variation,completion_minutes
73453,Control,14.733333333333333
73615,Test,3.7333333333333334
73648,Test,1.9666666666666666
73910,Control,2.8333333333333335
74169,Control,5.7
74976,Test,5.8
75033,Test,2.9166666666666665
75490,Test,1.35
75642,Control,7.683333333333334
76424,Control,3.75
76429,Test,4.516666666666667
76481,Test,5.583333333333333
76776,Control,3.8
77071,Control,10.833333333333334
77276,Test,1.1833333333333333
77513,Test,9.8
77933,Test,3.3666666666666667
79127,Control,5.666666666666667
79452,Test,1.6166666666666667
79571,Control,3.0833333333333335
79679,Control,4.166666666666667
79897,Test,13.1
80006,Test,5.633333333333334
80126,Test,5.116666666666666
80127,Control,3.2
80275,Test,15.883333333333333
80479,Test,3.0166666666666666
80559,Control,4.65
80915,Control,13.666666666666666
81102,Control,4.116666666666666
81303,Test,20.716666666666665
81601,Control,10.016666666666667
82206,Test,2.15
82376,Control,3.783333333333333
82566,Control,2.95
82772,Test,1.7
82869,Control,2.3666666666666667
83158,Control,8.9
83447,Control,10.516666666666667
83507,Test,1.2166666666666666
83585,Test,2.3833333333333333
83795,Test,10.9
84108,Control,3.85
84464,Test,4.266666666666667
84480,Control,31.85
84624,Control,7.35
84658,Test,2.316666666666667
84976,Test,5.983333333333333
85793,Control,4.166666666666667
86035,Test,3.75
86499,Control,2.8333333333333335
86616,Control,7.466666666666667
86699,Control,2.1
86877,Test,2.966666666666667
87162,Control,5.033333333333333
87218,Control,5.9
87300,Control,9.416666666666666
87424,Test,4.15
87449,Test,2.316666666666667
88723,Control,2.3666666666666667
88759,Control,6.133333333333334
89039,Test,3.716666666666667
89052,Control,5.883333333333334
89116,Control,2.033333333333333
89604,Test,2.1
89693,Test,2.783333333333333
89959,Test,12.533333333333333
90324,Test,4.916666666666667
90360,Test,2.816666666666667
90596,Control,2.3833333333333333
91110,Test,9.25
91254,Test,2.25
91443,Test,3.85
91633,Test,8.466666666666667
92066,Test,2.966666666666667
92137,Test,2.2666666666666666
92808,Control,2.7666666666666666
93127,Control,4.266666666666667
93137,Test,1.6166666666666667
93480,Test,8.116666666666667
93610,Test,41.733333333333334
93870,Test,7.766666666666667
93915,Test,32.0
94767,Test,5.133333333333334
94778,Control,6.7
95035,Test,12.683333333333334
95199,Test,2.0
95453,Test,3.4
96190,Test,5.25
96787,Test,10.266666666666667
97424,Test,2.066666666666667
97590,Test,5.166666666666667
97723,Control,2.1333333333333333
98337,Test,1.6666666666666667
98860,Control,1.05
99149,Control,2.3666666666666667
99208,Test,5.0
99811,Control,5.716666666666667
100250,Test,1.8333333333333333
100503,Control,5.4
100888,Control,4.733333333333333
101818,Control,5.716666666666667
103515,Control,4.733333333333333
103622,Test,3.1666666666666665
103627,Test,1.9
103669,Test,2.533333333333333
104328,Control,1.9166666666666667
104781,Control,0.9666666666666667
104884,Control,3.0833333333333335
104972,Test,2.1
105026,Control,9.383333333333333
105357,Control,5.916666666666667
105360,Control,16.583333333333332
105623,Control,5.983333333333333
106501,Test,11.4
108419,Test,4.333333333333333
108438,Control,16.133333333333333
108892,Test,4.333333333333333
109465,Control,3.55
109662,Test,29.4
109859,Control,16.066666666666666
110028,Test,7.333333333333333
110212,Test,8.583333333333334
110772,Test,18.616666666666667
111012,Control,1.7666666666666666
111304,Control,15.7
112128,Control,2.4833333333333334
112766,Test,4.7
113852,Test,2.75
113951,Test,2.45
114541,Control,5.15
114542,Test,2.5166666666666666
114566,Control,2.5833333333333335
115163,Test,2.433333333333333
115570,Test,1.3666666666666667
115973,Control,8.5
116345,Control,9.783333333333333
116384,Test,2.533333333333333
116693,Control,1.2666666666666666
117032,Test,49.71666666666667
117276,Test,2.3833333333333333
117457,Test,2.5
117520,Test,2.816666666666667
117621,Control,3.6666666666666665
117916,Test,5.683333333333334
118358,Control,6.683333333333334
118415,Control,3.1333333333333333
118446,Test,8.883333333333333
118964,Control,21.883333333333333
118966,Test,3.2
119634,Test,2.3
120089,Test,7.3
120309,Control,4.016666666666667
120351,Test,2.3833333333333333
120660,Test,1.7166666666666666
120830,Test,8.85
120872,Control,24.933333333333334
121029,Test,7.116666666666666
121238,Test,5.633333333333334
121354,Test,2.0833333333333335
121672,Test,6.8
122526,Test,10.516666666666667
122790,Test,17.133333333333333
123311,Test,9.85
124118,Control,3.0
124572,Control,9.466666666666667
124614,Test,2.8666666666666667
124624,Control,2.566666666666667
124916,Control,1.9833333333333334
125022,Control,4.766666666666667
125305,Control,1.75
125679,Control,2.6666666666666665
126171,Control,6.116666666666666
126259,Test,10.0
126285,Control,7.216666666666667
126288,Test,5.366666666666666
126524,Test,7.45
126758,Test,4.416666666666667
126759,Control,11.833333333333334
126853,Test,4.883333333333334
127331,Test,5.55
127396,Test,2.6
127825,Test,3.5833333333333335
127921,Test,5.983333333333333
128230,Test,45.63333333333333
128801,Control,12.383333333333333
128919,Test,23.65
129549,Control,4.25
129659,Control,16.016666666666666
130031,Control,6.916666666666667
130452,Test,20.183333333333334
130952,Test,10.2
133096,Test,5.0
133394,Test,3.933333333333333
133471,Control,1.8666666666666667
133522,Control,8.566666666666666
133631,Control,2.6333333333333333
133742,Test,12.55
134207,Control,11.333333333333334
134282,Test,5.383333333333334
134582,Control,13.916666666666666
134657,Control,5.983333333333333
134829,Control,6.666666666666667
135199,Control,7.0
135917,Test,3.55
135969,Test,1.2
136138,Control,4.766666666666667
136237,Control,25.883333333333333
136978,Test,2.1
137016,Test,2.6666666666666665
137061,Test,5.816666666666666
137412,Test,3.1666666666666665
137555,Test,3.033333333333333
137816,Test,2.816666666666667
138002,Test,1.8833333333333333
138741,Test,3.5
138790,Test,5.983333333333333
139079,Control,2.95
139808,Test,9.616666666666667
139979,Test,1.3833333333333333
140020,Test,9.516666666666667
140116,Control,2.25
140488,Control,9.2
140489,Control,4.516666666666667
140683,Test,5.2
141417,Test,3.65
141602,Control,3.1166666666666667
141643,Test,2.7333333333333334
142579,Control,2.6
142725,Control,5.016666666666667
143218,Control,2.4833333333333334
143267,Test,2.4833333333333334
143271,Test,4.483333333333333
143610,Control,3.066666666666667
143688,Control,34.583333333333336
144169,Control,6.166666666666667
144244,Control,4.25
144678,Control,4.4
144773,Control,1.0666666666666667
145106,Test,3.1666666666666665
145810,Test,6.316666666666666
146072,Test,21.7
146205,Control,1.8333333333333333
146317,Control,10.8
146390,Test,3.45
146579,Test,4.983333333333333
147033,Control,2.1333333333333333
147077,Control,10.6
147316,Control,10.6
148037,Control,3.8833333333333333
148099,Control,10.916666666666666
148217,Test,1.8666666666666667
148347,Test,10.583333333333334
148369,Test,4.783333333333333
148391,Test,19.233333333333334
148445,Control,10.066666666666666
148448,Test,3.35
148850,Test,2.033333333333333
148954,Control,2.933333333333333
149108,Test,2.683333333333333
150095,Test,4.966666666666667
151897,Test,4.316666666666666
152661,Test,4.3
153841,Control,4.866666666666666
154143,Test,3.316666666666667
154147,Test,2.3333333333333335
154150,Control,10.35
154640,Control,3.6666666666666665
154809,Test,8.6
155526,Control,2.466666666666667
156105,Test,3.3666666666666667
157106,Test,2.1333333333333333
157209,Test,4.65
158047,Test,117.35
158141,Test,5.7
159268,Control,14.766666666666667
159558,Test,5.1
159617,Control,3.65
159687,Test,10.9
159823,Control,8.45
159875,Test,3.716666666666667
160144,Test,7.033333333333333
160466,Control,28.166666666666668
160616,Control,7.45
160654,Test,9.5
160741,Test,49.1
161127,Control,7.316666666666666
161440,Test,6.066666666666666
161491,Control,8.383333333333333
161771,Test,2.2
162127,Test,11.316666666666666
162575,Control,3.85
162894,Test,4.266666666666667
163907,Test,8.366666666666667
165301,Control,7.25
165428,Control,6.55
165765,Test,10.866666666666667
165890,Control,7.883333333333334
165900,Test,6.983333333333333
166017,Test,11.216666666666667
166289,Control,9.083333333333334
166315,Test,3.033333333333333
166702,Control,4.15
168266,Test,4.2
168539,Test,2.3333333333333335
168727,Control,1.3
168989,Test,10.116666666666667
169185,Test,3.7
169620,Test,8.55
170383,Test,12.516666666666667
170507,Control,6.75
170660,Control,3.0
170798,Test,11.216666666666667
170865,Control,4.533333333333333
170895,Control,5.033333333333333
170896,Control,5.9
171096,Test,2.05
171484,Test,4.833333333333333
171492,Test,3.7333333333333334
171583,Test,3.6666666666666665
171597,Test,4.95
171971,Test,3.0166666666666666
172858,Test,1.8833333333333333
173122,Control,5.916666666666667
173784,Control,1.8333333333333333
174238,Test,2.15
174244,Test,2.45
174800,Control,2.1666666666666665
174806,Control,3.55
175033,Control,12.35
175752,Test,7.183333333333334
175784,Control,6.183333333333334
176114,Test,27.583333333333332
176808,Control,2.6166666666666667
176963,Test,16.966666666666665
176966,Test,3.433333333333333
177581,Control,6.7
177765,Test,5.833333333333333
177876,Control,1.75
177990,Control,17.7
178125,Test,2.033333333333333
178214,Test,12.233333333333333
178493,Control,9.683333333333334
179076,Control,23.166666666666668
179119,Test,2.2333333333333334
179489,Control,3.0
180142,Control,10.316666666666666
180381,Control,7.133333333333334
180404,Control,2.9
180425,Test,4.15
180953,Control,3.35
181125,Test,1.8
181254,Test,2.3333333333333335
182074,Test,2.7666666666666666
182574,Control,4.833333333333333
182739,Test,1.3666666666666667
183077,Test,6.483333333333333
183287,Control,1.6833333333333333
183399,Control,7.05
183720,Test,1.3833333333333333
183855,Control,12.283333333333333
184127,Test,2.033333333333333
184211,Control,3.7
184216,Test,2.6166666666666667
184701,Test,4.666666666666667
184963,Control,1.3666666666666667
185096,Test,2.5833333333333335
185675,Test,21.483333333333334
185881,Control,6.15
185963,Test,4.166666666666667
186246,Control,3.2333333333333334
186612,Control,3.3833333333333333
186857,Test,15.5
187498,Test,2.816666666666667
187547,Test,4.35
187837,Control,2.7333333333333334
187901,Control,3.033333333333333
188427,Control,6.783333333333333
189267,Control,1.8666666666666667
189299,Control,8.7
189571,Control,1.7166666666666666
189572,Test,2.9
190001,Test,21.35
190197,Control,9.333333333333334
190246,Test,6.883333333333334
190580,Test,6.95
190598,Test,3.35
191373,Control,6.266666666666667
191619,Test,3.4166666666666665
191749,Control,3.066666666666667
191877,Test,8.333333333333334
192518,Test,2.4833333333333334
192577,Test,5.516666666666667
193111,Test,3.0166666666666666
193303,Test,4.133333333333334
193305,Test,4.633333333333334
193457,Test,3.566666666666667
193835,Control,4.016666666666667
194329,Control,2.2666666666666666
194686,Control,46.68333333333333
194784,Test,2.85
195166,Test,1.3
195310,Control,4.35
195446,Control,6.4
195655,Test,3.7333333333333334
195714,Control,2.1333333333333333
196053,Control,2.45
196103,Control,11.8
196286,Control,2.95
196635,Test,5.95
196675,Control,4.316666666666666
197374,Test,2.966666666666667
197518,Control,4.083333333333333
197560,Test,1.1833333333333333
197793,Test,2.85
198652,Test,3.0166666666666666
198857,Control,1.5666666666666667
198932,Control,2.316666666666667
198935,Test,16.016666666666666
199386,Test,31.333333333333332
200352,Control,8.666666666666666
200372,Control,8.733333333333333
200598,Test,4.083333333333333
200604,Control,2.9166666666666665
200698,Test,2.533333333333333
200707,Test,6.4
201392,Control,10.516666666666667
201394,Test,3.716666666666667
201447,Test,5.45
201641,Test,1.0833333333333333
201909,Test,1.15
202371,Test,9.866666666666667
202856,Control,4.833333333333333
202865,Control,4.9
202973,Test,1.6333333333333333
204212,Control,1.6166666666666667
204361,Control,2.7666666666666666
204445,Test,2.0833333333333335
204784,Test,37.95
204888,Test,2.716666666666667
205273,Test,2.75
205429,Test,6.4
205563,Test,4.25
206428,Test,2.85
206829,Control,2.45
207261,Test,8.783333333333333
207299,Control,3.0166666666666666
207416,Control,3.966666666666667
207721,Control,1.6
208156,Test,1.5333333333333334
208237,Control,2.85
208505,Test,1.6666666666666667
208784,Test,6.066666666666666
209099,Test,7.733333333333333
209462,Test,3.933333333333333
209511,Control,14.016666666666667
210140,Test,1.2166666666666666
210141,Test,7.85
210347,Control,3.35
210473,Control,11.55
210667,Test,5.883333333333334
211023,Test,4.883333333333334
211694,Test,3.85
211709,Control,9.1
212071,Control,11.866666666666667
212654,Test,8.316666666666666
214594,Control,2.566666666666667
214998,Control,4.383333333333334
215411,Test,10.183333333333334
215661,Test,2.65
216445,Control,1.4833333333333334
217308,Test,3.6333333333333333
217500,Control,3.9
217547,Test,4.3
218589,Test,2.3333333333333335
218777,Test,1.5166666666666666
219306,Control,1.6166666666666667
219592,Test,5.65
219851,Control,7.133333333333334
219909,Test,2.8
220394,Control,4.3
220594,Test,2.066666666666667
220644,Control,8.9
220901,Control,6.883333333333334
221092,Test,4.416666666666667
221296,Test,1.35
221354,Control,5.55
221385,Test,1.0166666666666666
221558,Control,3.1666666666666665
221734,Control,4.966666666666667
221779,Test,3.683333333333333
222111,Test,1.4
222726,Control,8.85
223224,Control,13.266666666666667
224102,Control,19.016666666666666
225103,Control,4.633333333333334
225928,Control,3.8333333333333335
226198,Test,4.55
226234,Control,11.333333333333334
226818,Test,3.3666666666666667
226853,Test,3.783333333333333
227588,Test,2.3833333333333333
227610,Test,2.2
227629,Control,4.766666666666667
227631,Test,3.216666666666667
227805,Test,5.15
228465,Test,7.066666666666666
228662,Test,3.183333333333333
228868,Test,3.3
229123,Test,1.5833333333333333
229242,Control,6.666666666666667
229490,Test,1.2833333333333334
229500,Control,5.65
229522,Test,2.7666666666666666
229701,Control,0.8166666666666667
229800,Test,4.7
230423,Test,2.433333333333333
230492,Control,5.733333333333333
230538,Test,2.1
230560,Control,2.65
230950,Control,4.583333333333333
233145,Test,4.583333333333333
233249,Control,4.75
233312,Test,3.75
233344,Test,3.0833333333333335
233391,Test,3.9833333333333334
233429,Test,2.8666666666666667
233601,Control,2.0166666666666666
233799,Control,3.183333333333333
233965,Control,1.5
234014,Test,2.9833333333333334
234316,Test,4.966666666666667
234619,Test,14.683333333333334
235037,Test,3.783333333333333
235331,Control,21.6
235342,Test,6.166666666666667
236486,Control,2.933333333333333
236511,Test,2.5166666666666666
236546,Control,3.683333333333333
236696,Test,2.1
237511,Test,12.216666666666667
237525,Control,7.933333333333334
237611,Test,0.8666666666666667
237822,Control,2.75
237927,Control,4.15
238091,Test,13.3
238154,Control,3.566666666666667
238490,Control,3.183333333333333
239136,Control,13.45
239291,Test,1.7666666666666666
239772,Control,3.4833333333333334
239815,Control,1.2
240288,Control,2.0833333333333335
240400,Control,12.266666666666667
240468,Control,13.466666666666667
240560,Test,12.3
241057,Control,2.066666666666667
241085,Test,4.2
241571,Control,11.5
242197,Test,7.516666666666667
242235,Test,1.6833333333333333
242262,Control,4.9
242576,Test,2.933333333333333
242833,Control,34.05
242922,Control,3.4166666666666665
243705,Test,3.283333333333333
244011,Test,2.1166666666666667
244304,Control,3.216666666666667
244487,Test,2.316666666666667
244941,Test,33.75
245270,Control,4.25
245646,Control,4.2
246429,Test,15.116666666666667
246710,Test,1.3833333333333333
246812,Test,6.333333333333333
246901,Test,3.15
246911,Control,2.95
247960,Test,3.8
248317,Test,13.666666666666666
248485,Control,5.783333333333333
248531,Test,2.85
248569,Test,2.6333333333333333
249333,Control,2.05
249632,Test,16.85
249743,Control,2.8666666666666667
250165,Control,3.25
250645,Test,1.9666666666666666
250763,Control,1.55
250924,Test,11.15
251184,Control,24.216666666666665
251414,Test,7.283333333333333
251748,Test,2.0833333333333335
252002,Control,1.5166666666666666
252509,Control,2.65
252667,Test,3.9833333333333334
252898,Test,0.9833333333333333
253049,Test,4.866666666666666
253639,Test,3.7
253737,Control,5.5
253977,Control,4.366666666666666
254266,Control,9.8
254302,Test,2.0166666666666666
254417,Test,2.533333333333333
254491,Control,8.366666666666667
254505,Test,1.4333333333333333
254529,Control,2.25
254604,Test,4.583333333333333
254909,Control,3.9
254955,Test,2.9
255743,Control,7.866666666666666
256277,Test,4.883333333333334
257116,Test,1.9
257259,Test,1.4166666666666667
257597,Control,7.75
257840,Test,2.1666666666666665
257907,Test,2.0166666666666666
258144,Test,8.65
258198,Control,3.1666666666666665
258829,Control,48.35
258909,Test,8.15
259061,Control,15.766666666666667
259228,Test,4.05
260044,Test,2.7666666666666666
260336,Test,3.0833333333333335
260668,Test,4.383333333333334
260727,Test,2.65
260843,Test,2.5833333333333335
261852,Test,7.25
262054,Control,1.1333333333333333
262503,Test,7.233333333333333
262535,Control,4.933333333333334
262702,Test,1.25
263217,Control,9.25
263861,Test,8.866666666666667
264049,Test,9.45
265715,Test,4.383333333333334
266183,Control,6.116666666666666
266232,Test,2.6666666666666665
266404,Test,7.1
267299,Control,9.183333333333334
267341,Test,2.566666666666667
267391,Test,2.433333333333333
267446,Control,6.233333333333333
267576,Control,5.083333333333333
267928,Test,8.483333333333333
268386,Control,3.15
268415,Test,2.433333333333333
268441,Control,7.133333333333334
268908,Control,3.566666666666667
268972,Control,6.066666666666666
269352,Control,3.05
269373,Control,2.8
269520,Control,12.833333333333334
269529,Test,1.7833333333333334
269636,Control,4.45
269660,Test,4.733333333333333
270013,Test,3.5166666666666666
270173,Test,1.3333333333333333
270527,Control,16.866666666666667
270539,Test,25.766666666666666
270682,Control,2.8666666666666667
271343,Test,4.85
271577,Control,16.933333333333334
271955,Control,5.566666666666666
272934,Control,3.933333333333333
273319,Control,1.3333333333333333
273469,Test,1.8333333333333333
274453,Control,11.833333333333334
274476,Test,2.8333333333333335
274798,Control,2.35
275144,Test,7.316666666666666
275210,Test,3.6166666666666667
276792,Test,1.5333333333333334
277068,Test,5.666666666666667
277251,Control,1.9833333333333334
278017,Test,3.0833333333333335
278457,Test,2.9166666666666665
279311,Test,5.05
279675,Test,3.066666666666667
280389,Test,7.25
280881,Test,2.75
281095,Test,15.733333333333333
281100,Test,4.266666666666667
282077,Control,4.233333333333333
282081,Control,12.166666666666666
282393,Control,5.516666666666667
283127,Test,11.316666666666666
283734,Test,2.316666666666667
283840,Test,3.9166666666666665
284427,Test,1.75
284648,Test,6.133333333333334
285338,Test,3.783333333333333
285619,Control,4.666666666666667
286645,Test,17.066666666666666
286837,Test,3.2333333333333334
286957,Test,1.8166666666666667
287006,Control,4.416666666666667
287010,Test,5.766666666666667
287195,Test,4.683333333333334
287360,Test,2.4833333333333334
287817,Test,14.983333333333333
291182,Control,4.683333333333334
291411,Control,1.4333333333333333
292165,Control,7.4
292370,Control,2.9166666666666665
292583,Test,26.5
292742,Test,2.5833333333333335
292788,Test,10.283333333333333
292954,Control,14.2
293075,Test,2.1333333333333333
293500,Control,2.7666666666666666
294034,Test,11.833333333333334
294716,Control,2.8
294956,Test,5.116666666666666
295552,Test,6.383333333333334
295858,Test,2.783333333333333
296131,Test,18.816666666666666
296154,Control,38.38333333333333
296161,Control,3.2333333333333334
296285,Control,7.733333333333333
296314,Test,12.5
296527,Control,2.4833333333333334
297011,Control,2.4
297220,Control,5.766666666666667
297253,Test,5.733333333333333
297472,Control,9.166666666666666
297511,Test,9.1
297721,Test,3.4166666666666665
297788,Test,10.533333333333333
298442,Control,3.7666666666666666
298708,Test,8.566666666666666
298786,Test,5.483333333333333
298925,Control,13.533333333333333
299060,Control,4.183333333333334
299462,Control,2.4
299523,Control,4.633333333333334
299563,Control,2.05
299872,Control,7.583333333333333
300527,Test,4.266666666666667
301141,Control,25.066666666666666
301165,Test,2.2666666666666666
301330,Control,1.6666666666666667
301637,Test,1.1666666666666667
301969,Test,8.166666666666666
302069,Control,2.283333333333333
302083,Test,6.7
302140,Test,3.1166666666666667
303136,Test,1.1333333333333333
303497,Test,3.3666666666666667
303920,Test,5.5
304915,Test,1.3
305028,Test,2.7
305251,Test,1.7333333333333334
305572,Control,10.833333333333334
305648,Test,5.583333333333333
306118,Test,4.466666666666667
306459,Test,3.6166666666666667
306592,Test,7.516666666666667
307667,Control,8.166666666666666
307881,Test,2.4833333333333334
308060,Test,2.283333333333333
308167,Test,3.066666666666667
308531,Test,2.1333333333333333
309009,Test,2.85
309362,Test,4.633333333333334
309508,Control,3.9
309715,Control,8.433333333333334
309979,Control,4.983333333333333
310181,Test,1.9833333333333334
310380,Control,3.3833333333333333
310721,Test,39.016666666666666
311251,Test,1.4
311794,Control,7.983333333333333
312042,Test,7.616666666666666
312094,Control,8.466666666666667
312199,Test,5.2
312698,Control,2.3666666666666667
312726,Control,1.8666666666666667
312781,Test,3.8333333333333335
312799,Control,2.05
312887,Test,1.7666666666666666
312984,Control,5.666666666666667
313570,Test,9.2
313591,Test,11.55
313763,Control,7.466666666666667
313789,Control,4.15
314189,Test,6.066666666666666
314209,Test,2.033333333333333
314673,Test,15.8
314958,Control,5.166666666666667
314959,Control,7.516666666666667
315324,Test,5.333333333333333
316017,Test,5.0
316463,Control,3.45
316514,Test,3.3833333333333333
316689,Control,16.783333333333335
316989,Test,6.55
317043,Control,1.9333333333333333
317351,Test,18.333333333333332
318182,Control,4.05
318535,Test,2.5
318849,Test,5.383333333333334
318876,Test,7.116666666666666
319514,Test,9.633333333333333
319648,Test,1.5666666666666667
319971,Control,14.566666666666666
320094,Test,3.2666666666666666
320321,Test,3.3666666666666667
320499,Control,18.166666666666668
320586,Control,3.35
320617,Test,0.85
320786,Control,3.0166666666666666
321523,Test,1.3166666666666667
322007,Test,23.05
322453,Control,1.6
322874,Control,3.3
322927,Control,4.116666666666666
323290,Control,3.066666666666667
323407,Control,5.75
